"scale","x_metric","x_label","y_metric","y_label","x_transform","y_transform","n","pearson_r","spearman_r","r_squared","f_statistic","f_p_value","slope","intercept","residual_shapiro_p","residual_abs_cor_fitted","abs_r"
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","boxcox","log",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","boxcox","log1p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","boxcox","sqrt",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","boxcox","power_0.25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","boxcox","power_0.5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","boxcox","power_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","boxcox","boxcox",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","boxcox","yeojohnson",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","yeojohnson","identity",1744,-0.0825489680385211,-0.0194271108448491,0.00681433212422479,11.9520115365623,0.000558999850124981,-11.2714902438876,181.279039458005,6.66004946305451e-61,0.12376445163071,0.0825489680385211
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","yeojohnson","log",1744,-0.059845951981583,-0.0194271108448491,0.00358153796858203,6.26146481524464,0.012430235518113,-0.0256556422897025,4.89594130082422,2.29108073846213e-34,0.09524469157691,0.059845951981583
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","yeojohnson","log1p",1744,-0.0600321857686651,-0.0194271108448491,0.00360386332816354,6.30063655066994,0.0121594828965588,-0.025569895997929,4.90448653279046,1.47218943235411e-34,0.0954781903135354,0.0600321857686651
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","yeojohnson","sqrt",1744,-0.0759741182724956,-0.0194271108448491,0.00577206664728318,10.1133148267724,0.0014979149371015,-0.251091550288063,12.2751882882424,1.50424420454168e-50,0.11306592459976,0.0759741182724956
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","yeojohnson","power_0.25",1744,-0.0685411842801135,-0.0194271108448491,0.00469789394252052,8.22235901849696,0.00418751172807319,-0.0279492519898504,3.44621412657488,4.36125452749765e-43,0.105104112009774,0.0685411842801135
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","yeojohnson","power_0.5",1744,-0.0759741182724956,-0.0194271108448491,0.00577206664728318,10.1133148267724,0.0014979149371015,-0.251091550288063,12.2751882882424,1.50424420454168e-50,0.11306592459976,0.0759741182724956
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","yeojohnson","power_2",1744,-0.0699307205525452,-0.0194271108448491,0.00489030567699816,8.5607773071957,0.00347929737226371,-17810.5108402044,102176.175944095,1.80747223996804e-67,0.113258210294936,0.0699307205525452
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","yeojohnson","boxcox",1744,-0.0338154782530991,-0.0194271108448491,0.00114348656948597,1.99423398382148,0.15807749169348,-0.000265516589263108,1.22267675985352,0.00239521766501141,0.0621370798547115,0.0338154782530991
"10m","sp_rich","Species richness","spec_spca_rao","Std PCA Rao's Q","yeojohnson","yeojohnson",1744,-0.0314698972701397,-0.0194271108448491,0.000990354434193442,1.72690767503839,0.188979311248585,-0.000150219904940824,1.09603634778944,0.00246704048185475,0.0592841319530675,0.0314698972701397
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","identity","identity",1744,-0.0602378151594359,-0.011807395563581,0.00362859437518237,6.34403131792388,0.0118666098133426,-22.5759975248907,166.159365215954,4.51179056918958e-61,0.0910269504882353,0.0602378151594359
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","identity","log",1744,-0.0408089625479804,-0.011807395563581,0.00166537142424247,2.90591645124953,0.0884333874310494,-0.0480188452927228,4.85811846768599,1.44807128151757e-34,0.0733903405713135,0.0408089625479804
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","identity","log1p",1744,-0.0409721783184867,-0.011807395563581,0.00167871939616188,2.92924657114912,0.0871660857292609,-0.0479007050398421,4.86683296929866,9.31289266249645e-35,0.0735019780281087,0.0409721783184867
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","identity","sqrt",1744,-0.0542752587246836,-0.011807395563581,0.00294580370963135,5.14675138148995,0.0234117965647759,-0.492352761605821,11.9276788659882,1.00903516714812e-50,0.0836302860795042,0.0542752587246836
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","identity","power_0.25",1744,-0.0480436306967277,-0.011807395563581,0.00230819045052355,4.0301701651011,0.0448476235915485,-0.0537727752685303,3.40648858265522,2.85069696534532e-43,0.0789139433762074,0.0480436306967277
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","identity","power_0.5",1744,-0.0542752587246836,-0.011807395563581,0.00294580370963135,5.14675138148995,0.0234117965647759,-0.492352761605821,11.9276788659882,1.00903516714812e-50,0.0836302860795042,0.0542752587246836
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","identity","power_2",1744,-0.0517967529779894,-0.011807395563581,0.00268290361906285,4.68619070240259,0.0305414105166458,-36209.2020943057,78827.4649685559,1.254110449148e-67,0.0907903408222894,0.0517967529779894
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","identity","boxcox",1744,-0.0188367262311979,-0.011807395563581,0.000354822255109075,0.618319762012345,0.431779309932667,-0.000405965940329064,1.22219323357025,0.00177838590110977,0.0567027877858607,0.0188367262311979
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","identity","yeojohnson",1744,-0.0168219748090192,-0.011807395563581,0.000282978836475316,0.49308866679721,0.482646558853949,-0.000220402837884197,1.09575339565366,0.00231848751828639,0.0554506251977372,0.0168219748090192
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log","identity",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log","log",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log","log1p",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log","sqrt",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log","power_0.25",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log","power_0.5",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log","power_2",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log","boxcox",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log","yeojohnson",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log1p","identity",1744,-0.0615306451325824,-0.011807395563581,0.00378602029043178,6.62031198142282,0.0101643239254672,-41.3648937337226,171.322161160459,4.49107354110745e-61,0.0910503809151961,0.0615306451325824
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log1p","log",1744,-0.0467141493402608,-0.011807395563581,0.0021822117485842,3.80972649595203,0.051115806729862,-0.0985978193844282,4.87628786615984,1.54919132788756e-34,0.0746593618722413,0.0467141493402608
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log1p","log1p",1744,-0.0468661943266874,-0.011807395563581,0.00219644017066683,3.83462129355007,0.0503637255534198,-0.0982822855958815,4.88490826396036,9.96182878169216e-35,0.0747918272699525,0.0468661943266874
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log1p","sqrt",1744,-0.0582906192720677,-0.011807395563581,0.00339779629512116,5.93914113785546,0.0149077397627696,-0.948496761042249,12.0716812311797,1.0309003726701e-50,0.0854795196648199,0.0582906192720677
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log1p","power_0.25",1744,-0.053153415740639,-0.011807395563581,0.00282528560489721,4.93559198070568,0.0264371348051951,-0.106713783253727,3.42433057294293,2.97883819624616e-43,0.0807037114389803,0.053153415740639
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log1p","power_0.5",1744,-0.0582906192720677,-0.011807395563581,0.00339779629512116,5.93914113785546,0.0149077397627696,-0.948496761042249,12.0716812311797,1.0309003726701e-50,0.0854795196648199,0.0582906192720677
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log1p","power_2",1744,-0.0496334811273341,-0.011807395563581,0.00246348244881743,4.3019842886301,0.0382145229671829,-62237.746949256,84327.1546059841,1.18264527450157e-67,0.0868690232963515,0.0496334811273341
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log1p","boxcox",1744,-0.025808052232694,-0.011807395563581,0.0006660555600455,1.16104210414818,0.281398711065786,-0.000997704908722421,1.22245798446892,0.00192414051646358,0.0532626003226573,0.025808052232694
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","log1p","yeojohnson",1744,-0.0238324051056203,-0.011807395563581,0.000567983533118332,0.989989612489986,0.319883098782296,-0.000560106720227229,1.09590962035769,0.00232786863187614,0.0514335929617888,0.0238324051056203
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","sqrt","identity",1744,-0.0628173824593355,-0.011807395563581,0.00394602353904243,6.90120532366687,0.00868931266267511,-35.9772136243322,178.304924008905,4.32043814211919e-61,0.0878767187793471,0.0628173824593355
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","sqrt","log",1744,-0.056535841478593,-0.011807395563581,0.00319630137169259,5.58581092460883,0.0182158106895242,-0.101659968452629,4.90840140668071,1.68828308155208e-34,0.0746197325113479,0.056535841478593
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","sqrt","log1p",1744,-0.0566671982655488,-0.011807395563581,0.00321117135926703,5.61188122008872,0.0179476298804988,-0.101240561278601,4.9168275331571,1.08476626507713e-34,0.0748069909008053,0.0566671982655488
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","sqrt","sqrt",1744,-0.0645403169381639,-0.011807395563581,0.00416545251047864,7.28657013511589,0.00701436412946046,-0.894696053028617,12.2996275626126,1.03604488618637e-50,0.085903910202394,0.0645403169381639
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","sqrt","power_0.25",1744,-0.0614509144079264,-0.011807395563581,0.0037762148815703,6.60310105215312,0.0102626521934334,-0.105105376686361,3.45429950746675,3.09653740996667e-43,0.0817522385017705,0.0614509144079264
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","sqrt","power_0.5",1744,-0.0645403169381639,-0.011807395563581,0.00416545251047864,7.28657013511589,0.00701436412946046,-0.894696053028617,12.2996275626126,1.03604488618637e-50,0.085903910202394,0.0645403169381639
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","sqrt","power_2",1744,-0.0445346947501088,-0.011807395563581,0.00198333903648537,3.46184260914239,0.0629686859864022,-47575.6631878862,88456.9576556412,1.0413937457165e-67,0.0761231052566209,0.0445346947501088
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","sqrt","boxcox",1744,-0.0377085946644519,-0.011807395563581,0.00142193811156801,2.48054336950597,0.115444007762111,-0.00124192243328062,1.22299033989101,0.00214350175932349,0.048666020449415,0.0377085946644519
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","sqrt","yeojohnson",1744,-0.0358032836474378,-0.011807395563581,0.00128187511993874,2.23589259402041,0.135019865072189,-0.000716857799655016,1.09622759333453,0.00233487410432052,0.0462194378816016,0.0358032836474378
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.25","identity",1744,-0.0612774379687973,-0.011807395563581,0.0037549244040198,6.56573213964389,0.0104795206690204,-45.755410290409,187.527333225244,3.80072327237028e-61,0.0767553490776558,0.0612774379687973
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.25","log",1744,-0.0708771062903843,-0.011807395563581,0.00502356419609842,8.79523224339775,0.00306126953006715,-0.166159912246926,4.97009021428538,1.67655262900127e-34,0.0702969353266186,0.0708771062903843
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.25","log1p",1744,-0.0709617382040131,-0.011807395563581,0.00503556828893489,8.81635531859085,0.00302621120496321,-0.165287957981343,4.97808166513617,1.07627813312274e-34,0.0705528254503233,0.0709617382040131
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.25","sqrt",1744,-0.0718286038933623,-0.011807395563581,0.00515934833726953,9.03419536435518,0.0026876142579914,-1.29818330263692,12.6838985798091,9.51898431011169e-51,0.0805027347763984,0.0718286038933623
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_0.25",1744,-0.072673455219745,-0.011807395563581,0.00528143109357628,9.24910145703269,0.0023912576455266,-0.162056538498498,3.50867183163895,2.93040725089607e-43,0.0778558171422229,0.072673455219745
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_0.5",1744,-0.0718286038933623,-0.011807395563581,0.00515934833726953,9.03419536435518,0.0026876142579914,-1.29818330263692,12.6838985798091,9.51898431011169e-51,0.0805027347763984,0.0718286038933623
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.25","power_2",1744,-0.032995048576854,-0.011807395563581,0.00108867323058895,1.89853565262829,0.168419286435163,-45954.6337279713,86590.6191040234,8.2131280521594e-68,0.0526968425212102,0.032995048576854
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.25","boxcox",1744,-0.0571228549177468,-0.011807395563581,0.00326302055395406,5.70279012638526,0.0170439518791401,-0.00245277773547268,1.22415262282311,0.00257210165257022,0.0352692410244202,0.0571228549177468
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.25","yeojohnson",1744,-0.0554712387146918,-0.011807395563581,0.00307705832454248,5.37678026783538,0.0205217236511519,-0.00144801208254019,1.09692962636352,0.00255376593221171,0.0319332551137413,0.0554712387146918
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.5","identity",1744,-0.0628173824593355,-0.011807395563581,0.00394602353904243,6.90120532366687,0.00868931266267511,-35.9772136243322,178.304924008905,4.32043814211919e-61,0.0878767187793471,0.0628173824593355
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.5","log",1744,-0.056535841478593,-0.011807395563581,0.00319630137169259,5.58581092460883,0.0182158106895242,-0.101659968452629,4.90840140668071,1.68828308155208e-34,0.0746197325113479,0.056535841478593
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.5","log1p",1744,-0.0566671982655488,-0.011807395563581,0.00321117135926703,5.61188122008872,0.0179476298804988,-0.101240561278601,4.9168275331571,1.08476626507713e-34,0.0748069909008053,0.0566671982655488
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.5","sqrt",1744,-0.0645403169381639,-0.011807395563581,0.00416545251047864,7.28657013511589,0.00701436412946046,-0.894696053028617,12.2996275626126,1.03604488618637e-50,0.085903910202394,0.0645403169381639
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_0.25",1744,-0.0614509144079264,-0.011807395563581,0.0037762148815703,6.60310105215312,0.0102626521934334,-0.105105376686361,3.45429950746675,3.09653740996667e-43,0.0817522385017705,0.0614509144079264
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_0.5",1744,-0.0645403169381639,-0.011807395563581,0.00416545251047864,7.28657013511589,0.00701436412946046,-0.894696053028617,12.2996275626126,1.03604488618637e-50,0.085903910202394,0.0645403169381639
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.5","power_2",1744,-0.0445346947501088,-0.011807395563581,0.00198333903648537,3.46184260914239,0.0629686859864022,-47575.6631878862,88456.9576556412,1.0413937457165e-67,0.0761231052566209,0.0445346947501088
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.5","boxcox",1744,-0.0377085946644519,-0.011807395563581,0.00142193811156801,2.48054336950597,0.115444007762111,-0.00124192243328062,1.22299033989101,0.00214350175932349,0.048666020449415,0.0377085946644519
"10m","sp_shannon","Shannon diversity","spec_spca_rao","Std PCA Rao's Q","power_0.5","yeojohnson",1744,-0.0358032836474378,-0.011807395563581,0.00128187511993874,2.23589259402041,0.135019865072189,-0.000716857799655016,1.09622759333453,0.00233487410432052,0.0462194378816016,0.0358032836474378
